profissao,salario,idade,sexo,regiao,estado,empresa,experiencia,trabalho,escolaridade,formacao,setor,satisfacao,modelo,nivel,linguagemPython,linguagemSQL,linguagemR,linguagemJava,linguagemJavascript,linguagemScala,linguagemVBA
Cientista de Dados,27500.0,32.0,Masculino,Nordeste,BA,Grande,1 a 2 anos,Servidor,Pós-Graduado,Outras,Governamental,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,2500.0,24.0,Feminino,Sudeste,SP,Grande,até 1 ano,Estagiário,Estudante,Econ/Adm,Finanças,1.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,27.0,Masculino,Sul,SC,Média,4 a 5 anos,CLT,Pós-Graduado,Econ/Adm,Saúde,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,28.0,Feminino,Nordeste,CE,Média,até 1 ano,CLT,Pós-Graduado,Engenharias,Educação,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,23.0,Masculino,Nordeste,PE,Pequena,1 a 2 anos,CLT,Pós-Graduado,Mkt/Comun,Varejo,0.0,Presencial,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,10000.0,40.0,Masculino,Nordeste,PE,Média,4 a 5 anos,CLT,Mestre,Comp/Sist,Tecnologia,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,26.0,Masculino,Sudeste,RJ,Grande,4 a 5 anos,CLT,Pós-Graduado,Engenharias,Logística,1.0,Híbrido,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Analista de BI,10000.0,25.0,Feminino,Sudeste,SP,Pequena,2 a 3 anos,PJ,Graduado,Engenharias,Tecnologia,0.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,27500.0,39.0,Masculino,Exterior,Fora,Grande,1 a 2 anos,Outros,Pós-Graduado,Mkt/Comun,Varejo,1.0,Híbrido,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Outras,3500.0,43.0,Masculino,Sudeste,SP,Média,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Tecnologia,0.0,Home-Office,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,30.0,Masculino,Sudeste,RJ,Grande,1 a 2 anos,CLT,Pós-Graduado,Engenharias,Alimentício,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,27.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Estudante,Comp/Sist,Marketing,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,40000.0,32.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Mestre,Quím/Fis,Entretenimento,1.0,Híbrido,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,37.0,Masculino,Nordeste,BA,Média,4 a 5 anos,CLT,Pós-Graduado,Econ/Adm,Tecnologia,1.0,Home-Office,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,27.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Pós-Graduado,Engenharias,Tecnologia,1.0,Home-Office,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,31.0,Masculino,Sul,RS,Grande,6 a 10 anos,CLT,Pós-Graduado,Engenharias,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,27.0,Masculino,Sudeste,RJ,Grande,2 a 3 anos,CLT,Estudante,Engenharias,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de BI,7000.0,23.0,Masculino,Sudeste,SP,Média,até 1 ano,CLT,Estudante,Engenharias,Tecnologia,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,30.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,35.0,Feminino,Sudeste,MG,Grande,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Indústria,1.0,Híbrido,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de ML,3500.0,21.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de Dados,10000.0,29.0,Masculino,Sudeste,SP,Média,2 a 3 anos,CLT,Graduado,Engenharias,Outro,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,25.0,Feminino,Sudeste,MG,Pequena,1 a 2 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,36.0,Masculino,Sul,SC,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Alimentício,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,33.0,Masculino,Sudeste,MG,Grande,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,29.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Mestre,Estat/Mat,Imobiliário,1.0,Híbrido,Sênior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,14000.0,32.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Graduado,Comp/Sist,Entretenimento,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,40.0,Masculino,Nordeste,PE,Grande,6 a 10 anos,PJ,Graduado,Econ/Adm,Indústria,1.0,Presencial,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,32.0,Feminino,Norte,,Média,1 a 2 anos,PJ,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Híbrido,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,1500.0,25.0,Masculino,Sudeste,MG,Média,até 1 ano,CLT,Estudante,Comp/Sist,Telecom,0.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,14000.0,29.0,Masculino,Sudeste,SP,Média,6 a 10 anos,CLT,Não Graduado,,Entretenimento,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Cientista de Dados,14000.0,51.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Doutor,Engenharias,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Cientista de Dados,10000.0,29.0,Masculino,Nordeste,BA,Média,4 a 5 anos,CLT,Não Graduado,,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,42.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Presencial,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,2500.0,25.0,Masculino,Sudeste,RJ,Grande,2 a 3 anos,CLT,Graduado,Estat/Mat,Consultoria,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,2500.0,25.0,Masculino,Sul,RS,Grande,até 1 ano,CLT,Graduado,Engenharias,Varejo,1.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,10000.0,54.0,Masculino,Nordeste,BA,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Saúde,1.0,Presencial,Pleno,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Analista de Dados,14000.0,32.0,Masculino,Centro-oeste,DF,Grande,6 a 10 anos,CLT,Pós-Graduado,Outras,Governamental,1.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,35000.0,34.0,Masculino,Sudeste,SP,Grande,10+ anos,CLT,Doutor,Comp/Sist,Tecnologia,1.0,Híbrido,Sênior,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Engenheiro de Dados,5000.0,24.0,Masculino,Sul,PR,Média,até 1 ano,CLT,Não Graduado,,Tecnologia,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,3500.0,33.0,Masculino,Sudeste,SP,Média,6 a 10 anos,CLT,Pós-Graduado,Econ/Adm,Outro,0.0,Presencial,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,18000.0,31.0,Masculino,Sul,SC,Grande,4 a 5 anos,CLT,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de Dados,2500.0,24.0,Feminino,Sudeste,RJ,Média,até 1 ano,CLT,Graduado,Engenharias,Educação,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,41.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,Servidor,Pós-Graduado,Econ/Adm,Governamental,0.0,Híbrido,Júnior,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,32.0,Masculino,Sul,PR,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Indústria,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,10000.0,25.0,Feminino,Sul,PR,Grande,1 a 2 anos,CLT,Mestre,Engenharias,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,28.0,Masculino,Nordeste,PE,Grande,4 a 5 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,24.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,34.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,PJ,Pós-Graduado,Comp/Sist,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,23.0,Feminino,Sudeste,SP,Grande,6 a 10 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,10000.0,40.0,Feminino,Sudeste,SP,Média,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,31.0,Feminino,Sudeste,SP,Média,2 a 3 anos,CLT,Pós-Graduado,Econ/Adm,Finanças,1.0,Home-Office,Pleno,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Cientista de Dados,14000.0,33.0,Feminino,Sudeste,SP,Pequena,4 a 5 anos,CLT,Mestre,Quím/Fis,Governamental,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,,Masculino,Centro-oeste,DF,Grande,1 a 2 anos,CLT,Graduado,Estat/Mat,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,33.0,Masculino,Sudeste,SP,Média,até 1 ano,CLT,Graduado,Engenharias,Alimentício,1.0,Híbrido,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,27.0,Masculino,Centro-oeste,DF,Grande,4 a 5 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Híbrido,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Outras,2500.0,30.0,Masculino,Sul,PR,Média,até 1 ano,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Cientista de Dados,14000.0,38.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Mestre,Quím/Fis,Tecnologia,1.0,Home-Office,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,32.0,Feminino,Sudeste,SP,Média,1 a 2 anos,CLT,Graduado,Outras,Imobiliário,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,27.0,Masculino,Sul,PR,Média,4 a 5 anos,CLT,Pós-Graduado,Engenharias,Seguros,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,7000.0,42.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Híbrido,Sênior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,2500.0,22.0,Feminino,Sudeste,SP,Grande,2 a 3 anos,CLT,Estudante,Estat/Mat,Alimentício,1.0,Híbrido,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de BI,18000.0,35.0,Masculino,Sudeste,SP,Grande,10+ anos,PJ,Pós-Graduado,Comp/Sist,Saúde,0.0,Presencial,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Analista de Dados,14000.0,31.0,Masculino,Sudeste,RJ,Grande,4 a 5 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,27.0,Masculino,Norte,,Média,6 a 10 anos,CLT,Pós-Graduado,Estat/Mat,Varejo,1.0,Híbrido,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,37.0,Masculino,Centro-oeste,MT,Grande,até 1 ano,CLT,Graduado,Comp/Sist,Agronegócios,0.0,Home-Office,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,7000.0,33.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Estudante,Engenharias,Saúde,0.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,2500.0,22.0,Masculino,Sul,RS,Pequena,até 1 ano,Estagiário,Graduado,Comp/Sist,Finanças,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de BI,10000.0,27.0,Feminino,Sudeste,SP,Grande,6 a 10 anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Outras,18000.0,31.0,Masculino,Sudeste,SP,Pequena,2 a 3 anos,PJ,Mestre,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,41.0,Masculino,Sudeste,MG,Pequena,até 1 ano,PJ,Graduado,Comp/Sist,Consultoria,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,35.0,Masculino,Nordeste,SE,Grande,1 a 2 anos,CLT,Pós-Graduado,Econ/Adm,Varejo,1.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Analista de Dados,10000.0,47.0,Masculino,Centro-oeste,DF,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Finanças,1.0,Híbrido,Sênior,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Engenheiro de Dados,7000.0,24.0,Feminino,Sudeste,MG,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,18000.0,40.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Híbrido,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,14000.0,26.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Mestre,Engenharias,Consultoria,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,22500.0,29.0,Masculino,Exterior,Fora,Grande,6 a 10 anos,Outros,Doutor,Comp/Sist,Educação,1.0,Híbrido,Pleno,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,25.0,Feminino,Sudeste,SP,Média,até 1 ano,CLT,Mestre,Engenharias,Logística,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,30.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,CLT,Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Cientista de Dados,10000.0,32.0,Feminino,Sudeste,MG,Grande,2 a 3 anos,CLT,Pós-Graduado,Engenharias,Finanças,0.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,27.0,Masculino,Sudeste,MG,Pequena,2 a 3 anos,CLT,Mestre,Comp/Sist,Tecnologia,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,,Masculino,Sul,PR,Média,10+ anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,0.0,Home-Office,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,5000.0,32.0,Masculino,Sul,RS,Média,1 a 2 anos,Servidor,Pós-Graduado,Comp/Sist,Governamental,0.0,Presencial,Júnior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,10000.0,26.0,Masculino,Nordeste,BA,Grande,6 a 10 anos,CLT,Pós-Graduado,Econ/Adm,Educação,0.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Cientista de Dados,10000.0,29.0,Masculino,Sudeste,ES,Grande,4 a 5 anos,CLT,Mestre,Engenharias,Indústria,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,7000.0,39.0,Masculino,Centro-oeste,DF,Média,6 a 10 anos,CLT,Graduado,Comp/Sist,Educação,1.0,Presencial,Sênior,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de Dados,1500.0,20.0,Masculino,Sudeste,RJ,Média,1 a 2 anos,Estagiário,Estudante,Comp/Sist,Finanças,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,36.0,Masculino,Nordeste,PE,Média,6 a 10 anos,CLT,Doutor,Biológicas,Internet,1.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,26.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Pós-Graduado,Engenharias,Outro,0.0,Híbrido,Sênior,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,36.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Comp/Sist,Construção Civil,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,25.0,Masculino,Sudeste,SP,Grande,1 a 2 anos,CLT,Graduado,Comp/Sist,Internet,1.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,3500.0,31.0,Masculino,Sudeste,SP,Grande,até 1 ano,CLT,Graduado,Econ/Adm,Finanças,0.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,1500.0,52.0,Masculino,Nordeste,PI,Pequena,10+ anos,Freelancer,Pós-Graduado,Econ/Adm,Tecnologia,0.0,Home-Office,Pleno,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Engenheiro de Dados,5000.0,25.0,Masculino,Sudeste,MG,Grande,2 a 3 anos,CLT,Graduado,Estat/Mat,Tecnologia,0.0,Home-Office,Pleno,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Outras,10000.0,38.0,Masculino,Sudeste,SP,Grande,6 a 10 anos,Servidor,Doutor,Biológicas,Educação,0.0,Híbrido,Pleno,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Outras,14000.0,28.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Pós-Graduado,Engenharias,Tecnologia,0.0,Híbrido,Sênior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de Dados,1000.0,30.0,Feminino,Sudeste,RJ,Média,até 1 ano,Estagiário,Graduado,Engenharias,Tecnologia,1.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,22.0,Masculino,Centro-oeste,MT,Média,até 1 ano,CLT,Pós-Graduado,Comp/Sist,Agronegócios,1.0,Presencial,Júnior,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,14000.0,32.0,Masculino,Centro-oeste,DF,Grande,10+ anos,CLT,Pós-Graduado,Comp/Sist,Tecnologia,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,28.0,Feminino,Sul,SC,Grande,até 1 ano,CLT,Graduado,Estat/Mat,Finanças,1.0,Híbrido,Júnior,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Cientista de Dados,5000.0,26.0,Masculino,Sudeste,RJ,Grande,até 1 ano,CLT,Mestre,Engenharias,Varejo,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,7000.0,33.0,Masculino,Sudeste,RJ,Grande,6 a 10 anos,CLT,Pós-Graduado,Engenharias,Alimentício,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Cientista de Dados,2500.0,20.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,CLT,Estudante,Estat/Mat,Finanças,1.0,Híbrido,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,25.0,Masculino,Sul,RS,Grande,2 a 3 anos,CLT,Estudante,Engenharias,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,7000.0,30.0,Masculino,Sul,PR,Média,2 a 3 anos,CLT,Graduado,Comp/Sist,Varejo,0.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,5000.0,39.0,Masculino,Nordeste,BA,Pequena,até 1 ano,CLT,Pós-Graduado,Engenharias,Saúde,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,10000.0,33.0,Masculino,Sudeste,SP,Grande,Sem Exp.,CLT,Pós-Graduado,Engenharias,Automotivo,0.0,Presencial,Sênior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de Dados,14000.0,22.0,Masculino,Sul,PR,Grande,2 a 3 anos,CLT,Graduado,Comp/Sist,Finanças,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Engenheiro de Dados,10000.0,27.0,Masculino,Nordeste,PB,Grande,1 a 2 anos,CLT,Graduado,Engenharias,Telecom,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,29.0,Feminino,Sudeste,SP,Média,4 a 5 anos,CLT,Graduado,Engenharias,Internet,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,26.0,Masculino,Sudeste,SP,Grande,4 a 5 anos,CLT,Pós-Graduado,Mkt/Comun,Finanças,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,26.0,Masculino,Sudeste,SP,Média,até 1 ano,CLT,Graduado,Mkt/Comun,Marketing,1.0,Presencial,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,34.0,Masculino,Nordeste,BA,Média,1 a 2 anos,CLT,Estudante,Comp/Sist,Educação,1.0,Home-Office,Júnior,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Analista de BI,7000.0,37.0,Masculino,Sul,PR,Média,2 a 3 anos,CLT,Graduado,Econ/Adm,Tecnologia,1.0,Home-Office,Pleno,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,3500.0,33.0,Masculino,Nordeste,BA,Grande,Sem Exp.,CLT,Estudante,Comp/Sist,Energia,0.0,Presencial,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,10000.0,38.0,Masculino,Centro-oeste,DF,Grande,1 a 2 anos,Servidor,Pós-Graduado,Econ/Adm,Governamental,0.0,Home-Office,Júnior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,2500.0,27.0,Masculino,Sudeste,SP,Grande,2 a 3 anos,Estagiário,Graduado,Engenharias,Finanças,1.0,Home-Office,Júnior,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Engenheiro de Dados,14000.0,20.0,Masculino,Sudeste,ES,Média,2 a 3 anos,PJ,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Analista de Dados,10000.0,35.0,Masculino,Sul,PR,Grande,4 a 5 anos,CLT,Pós-Graduado,Econ/Adm,Energia,1.0,Híbrido,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,5000.0,27.0,Masculino,Sudeste,RJ,Grande,até 1 ano,CLT,Graduado,Engenharias,Educação,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Engenheiro de ML,10000.0,29.0,Masculino,Sudeste,RJ,Grande,4 a 5 anos,CLT,Graduado,Estat/Mat,Tecnologia,1.0,Híbrido,Sênior,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,23.0,Masculino,Sudeste,MG,Grande,2 a 3 anos,CLT,Estudante,Estat/Mat,Construção Civil,1.0,Híbrido,Pleno,1.0,1.0,1.0,0.0,0.0,0.0,0.0
Analista de Dados,5000.0,22.0,Feminino,Sudeste,RJ,Grande,2 a 3 anos,CLT,Estudante,Engenharias,Internet,1.0,Home-Office,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Outras,2500.0,29.0,Masculino,Sul,RS,Média,Sem Exp.,CLT,Estudante,Comp/Sist,Tecnologia,1.0,Home-Office,Pleno,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cientista de Dados,7000.0,28.0,Masculino,Sudeste,MG,Grande,1 a 2 anos,CLT,Pós-Graduado,Engenharias,Finanças,0.0,Híbrido,Pleno,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Analista de BI,10000.0,27.0,Masculino,Sudeste,RJ,Grande,2 a 3 anos,CLT,Graduado,Engenharias,Finanças,1.0,Home-Office,Pleno,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Engenheiro de Dados,18000.0,32.0,Masculino,Sudeste,SP,Média,6 a 10 anos,CLT,Graduado,Comp/Sist,Marketing,1.0,Home-Office,Sênior,1.0,1.0,0.0,0.0,0.0,0.0,0.0
